ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,confpolice,antisoc
135230170.0,Male,45.0,4,White,University,2.0,3.0,0.0,-2.2905059085952195,-3.42
135230210.0,Male,28.0,2,White,University,1.0,4.0,0.0,0.3491976504660765,0.52
135231010.0,Female,58.0,5,Black or Black British,99,5.0,2.0,0.0,-0.3817971812739746,-2.27
135231210.0,Male,70.0,6,Asian or Asian British,GCSE,3.0,4.0,0.0,99.0,99.0
135233210.0,Female,64.0,5,White,Other,5.0,5.0,0.0,0.613168006372206,-0.84
135235130.0,Female,84.0,7,White,99,1.0,5.0,0.0,0.3593503564624661,1.22
135237250.0,Male,84.0,7,White,99,4.0,4.0,0.0,0.1055327065527261,99.0
135238290.0,Female,34.0,2,Asian or Asian British,99,6.0,2.0,0.0,0.3593503564624661,-0.53
135239250.0,Female,47.0,4,White,ALevel,2.0,2.0,1.0,0.613168006372206,99.0
135241130.0,Female,50.0,4,White,University,1.0,3.0,0.0,0.3593503564624661,1.22
135241210.0,Male,21.0,1,White,University,1.0,4.0,0.0,-0.0975214133750658,-0.75
135244010.0,Male,36.0,3,Chinese or other,University,1.0,4.0,0.0,-0.5848513012017668,-1.22
135249210.0,Female,28.0,2,White,University,1.0,5.0,1.0,0.613168006372206,-2.93
135250130.0,Female,33.0,2,White,University,1.0,5.0,0.0,-0.0873687073786762,0.5
135252250.0,Male,30.0,2,White,University,1.0,4.0,0.0,-0.3817971812739746,1.22
135253010.0,Female,55.0,5,White,ALevel,5.0,3.0,0.0,-1.0518757770356884,99.0
135253050.0,Male,44.0,3,White,ALevel,4.0,3.0,0.0,0.1156854125491157,-0.26
135254050.0,Male,31.0,2,White,University,1.0,4.0,1.0,0.3593503564624661,0.7
135254090.0,Female,32.0,2,White,University,5.0,3.0,0.0,-1.062028483032078,0.3
135255050.0,Female,53.0,4,White,ALevel,1.0,5.0,0.0,0.3593503564624661,0.41
135255130.0,Female,33.0,2,White,GCSE,4.0,4.0,0.0,1.3340101321158675,-1.41
135255290.0,Female,64.0,5,White,University,1.0,3.0,0.0,99.0,-0.2
135258170.0,Female,32.0,2,White,University,1.0,1.0,0.0,-1.975772022707142,0.27
135260210.0,Female,48.0,4,White,University,1.0,4.0,0.0,-0.3107282392992475,0.43
135263170.0,Female,64.0,5,White,University,2.0,1.0,0.0,0.866985656281946,0.75
135267050.0,Female,54.0,4,White,GCSE,5.0,1.0,0.0,-3.1331805062955564,-2.69
135267090.0,Male,51.0,4,White,University,1.0,2.0,1.0,99.0,99.0
135267170.0,Female,29.0,2,White,GCSE,3.0,2.0,0.0,0.1562962365346741,-2.02
135267290.0,Male,48.0,4,White,University,1.0,4.0,0.0,0.1562962365346741,0.71
135272210.0,Female,63.0,5,Asian or Asian British,Other,5.0,2.0,0.0,1.2832466021339195,99.0
135274130.0,Female,96.0,7,White,99,1.0,3.0,0.0,99.0,99.0
135277050.0,Male,24.0,1,White,GCSE,5.0,1.0,1.0,0.1461435305382845,-0.5
135280210.0,Female,20.0,1,Asian or Asian British,ALevel,5.0,1.0,0.0,0.3593503564624661,-2.43
135281010.0,Female,31.0,2,White,GCSE,4.0,1.0,1.0,1.0903451882025177,-1.93
135281050.0,Female,36.0,3,White,University,5.0,2.0,0.0,-0.0366051773967282,0.73
135282130.0,Female,51.0,4,White,GCSE,3.0,3.0,0.0,0.1562962365346741,-0.24
135282290.0,Female,46.0,4,White,University,2.0,5.0,1.0,0.1562962365346741,-0.01
135284050.0,Female,38.0,3,White,GCSE,1.0,3.0,0.0,0.1562962365346741,1.22
135284090.0,Female,47.0,4,99,99,1.0,5.0,0.0,-0.4021025932667538,0.97
135284290.0,Female,26.0,2,White,ALevel,1.0,1.0,0.0,1.7807291959570102,-1.49
135287050.0,Female,18.0,1,White,ALevel,1.0,2.0,0.0,0.1156854125491157,-0.97
135290090.0,Male,19.0,1,White,ALevel,8.0,2.0,0.0,0.5624044763902581,-0.47
135290170.0,Female,66.0,6,White,ALevel,1.0,5.0,0.0,0.3593503564624661,-0.78
135290210.0,Female,69.0,6,White,99,5.0,5.0,0.0,1.2832466021339195,1.22
135292050.0,Male,53.0,4,White,University,3.0,5.0,0.0,0.3593503564624661,-1.01
135292090.0,Male,48.0,4,White,Other,5.0,3.0,0.0,-1.0518757770356884,-1.54
135293050.0,Male,21.0,1,White,ALevel,4.0,4.0,0.0,0.3593503564624661,1.22
135296210.0,Male,20.0,1,Asian or Asian British,ALevel,7.0,4.0,0.0,-0.7676000091367796,-0.42
135297250.0,Male,41.0,3,White,ALevel,1.0,4.0,0.0,0.3593503564624661,0.75
135298130.0,Female,21.0,1,White,GCSE,5.0,1.0,0.0,-0.7371418911476108,-0.69
135298170.0,Male,51.0,4,White,GCSE,4.0,2.0,0.0,-2.0366882586854795,0.19
135300170.0,Female,71.0,6,White,99,1.0,4.0,0.0,-1.2549298969634803,0.52
135302010.0,Male,39.0,3,White,University,3.0,3.0,0.0,-0.0975214133750658,1.22
135303050.0,Male,66.0,6,White,99,4.0,4.0,0.0,-2.0062301406963106,1.22
135303170.0,Female,64.0,5,White,GCSE,3.0,4.0,1.0,-1.2549298969634803,1.22
135303210.0,Male,37.0,3,White,ALevel,3.0,1.0,0.0,0.3796557684552454,0.28
135304010.0,Female,21.0,1,White,GCSE,1.0,1.0,0.0,-0.3411863572884163,-0.49
135306130.0,Female,53.0,4,Asian or Asian British,GCSE,8.0,3.0,0.0,99.0,0.54
135306210.0,Male,42.0,3,White,University,2.0,5.0,0.0,-0.3107282392992475,0.73
135306290.0,Male,56.0,5,White,99,3.0,5.0,0.0,0.3593503564624661,0.5
135307050.0,Female,56.0,5,White,GCSE,4.0,2.0,1.0,-1.2244717789743116,-0.88
135307210.0,Male,23.0,1,Asian or Asian British,University,8.0,1.0,1.0,99.0,-3.8
135309210.0,Female,40.0,3,White,Other,5.0,4.0,0.0,0.3695030624588558,1.22
135311050.0,Male,42.0,3,White,GCSE,1.0,1.0,0.0,-0.5543931832125979,-0.53
135313010.0,Female,41.0,3,White,99,4.0,4.0,0.0,-1.4579840168912723,0.52
135319210.0,Male,33.0,2,White,99,2.0,4.0,0.0,0.8162221262999981,1.0
135321250.0,Female,21.0,1,White,University,3.0,4.0,0.0,-1.9656193167107523,-0.02
135331010.0,Female,53.0,4,White,University,3.0,2.0,0.0,-1.01126495305013,-1.11
135332170.0,Female,30.0,2,White,99,5.0,4.0,0.0,0.3593503564624661,-0.01
135335130.0,Male,44.0,3,White,GCSE,1.0,4.0,0.0,0.3593503564624661,1.22
135337210.0,Female,66.0,6,White,GCSE,1.0,99.0,0.0,1.5776750760292182,0.94
135339250.0,Female,28.0,2,White,University,5.0,1.0,1.0,-0.5543931832125979,-2.49
135341170.0,Male,75.0,7,White,Other,5.0,99.0,1.0,1.1715668361736342,0.29
135342170.0,Female,30.0,2,White,GCSE,3.0,99.0,0.0,-1.0518757770356884,1.0
135343090.0,Female,76.0,7,White,99,5.0,99.0,0.0,0.3593503564624661,1.22
135343330.0,Female,19.0,1,White,99,5.0,99.0,0.0,-2.8793628563858165,0.43
135344130.0,Male,31.0,2,White,ALevel,5.0,99.0,0.0,-0.5950040071981564,-0.97
135345050.0,Female,53.0,4,White,Other,4.0,99.0,1.0,-0.4528661232487018,-2.24
135345330.0,Female,32.0,2,White,ALevel,3.0,99.0,1.0,-1.3259988389382076,-1.9
135349210.0,Male,79.0,7,White,99,5.0,3.0,0.0,0.3593503564624661,1.22
135349250.0,Male,31.0,2,White,University,1.0,3.0,0.0,1.5776750760292182,-0.21
135349370.0,Male,65.0,6,White,ALevel,2.0,3.0,0.0,0.6740842423505438,0.74
135351010.0,Female,54.0,4,White,99,5.0,1.0,0.0,-0.5340877712198188,-1.56
135354010.0,Male,43.0,3,Black or Black British,University,5.0,1.0,1.0,1.0395816582205692,-1.55
135354290.0,Female,33.0,2,White,University,2.0,2.0,0.0,0.3593503564624661,-1.01
135354330.0,Male,47.0,4,Asian or Asian British,GCSE,4.0,2.0,1.0,0.3593503564624661,-0.23
135355130.0,Female,30.0,2,White,University,2.0,1.0,0.0,0.3695030624588558,-1.08
135356090.0,Female,48.0,4,White,University,1.0,3.0,0.0,-1.315846132941818,0.28
135357010.0,Female,67.0,6,White,ALevel,1.0,2.0,0.0,0.1562962365346741,0.46
135357290.0,Male,42.0,3,White,ALevel,1.0,4.0,0.0,0.3593503564624661,0.75
135360130.0,Female,17.0,1,White,ALevel,7.0,3.0,1.0,-0.1381322373606242,-1.89
135362090.0,Female,50.0,4,White,GCSE,1.0,5.0,1.0,1.0700397762097382,-0.45
135365170.0,Female,42.0,3,Black or Black British,Other,6.0,2.0,1.0,0.1156854125491157,-1.41
135366290.0,Male,34.0,2,White,University,1.0,5.0,0.0,1.0700397762097382,-0.06
135366330.0,Female,34.0,2,White,University,1.0,5.0,0.0,0.1156854125491157,1.22
135367090.0,Female,17.0,1,White,GCSE,5.0,4.0,1.0,0.3593503564624661,0.21
135367130.0,Male,35.0,3,White,University,1.0,5.0,0.0,0.3491976504660765,-0.01
135369050.0,Female,37.0,3,White,GCSE,1.0,3.0,0.0,-0.0975214133750658,-0.26
135369090.0,Female,33.0,2,White,ALevel,4.0,2.0,0.0,0.613168006372206,-0.78
135369290.0,Female,39.0,3,White,GCSE,2.0,1.0,1.0,-1.0518757770356884,-2.49
135370130.0,Male,27.0,2,White,GCSE,6.0,3.0,0.0,-1.315846132941818,-1.45
135371250.0,Male,44.0,3,White,University,1.0,2.0,0.0,0.1461435305382845,0.02
135373050.0,Female,54.0,4,Chinese or other,99,6.0,3.0,0.0,-1.437678604898493,1.0
135375010.0,Female,99.0,2,White,University,1.0,2.0,0.0,0.3593503564624661,-0.69
135375130.0,Male,99.0,2,White,ALevel,2.0,1.0,0.0,-1.386915074916545,-0.74
135376010.0,Male,52.0,4,Asian or Asian British,99,5.0,2.0,0.0,0.3593503564624661,99.0
135376130.0,Female,36.0,3,Black or Black British,99,1.0,2.0,0.0,1.0395816582205692,0.43
135377090.0,Male,26.0,2,White,University,2.0,2.0,0.0,-1.0518757770356884,-0.52
135378090.0,Male,52.0,4,White,ALevel,5.0,2.0,0.0,0.3593503564624661,-0.51
135378290.0,Male,35.0,3,White,99,6.0,2.0,0.0,0.7756113023144396,-0.76
135379130.0,Male,69.0,6,White,99,5.0,1.0,0.0,0.1562962365346741,1.0
135380010.0,Male,32.0,2,White,University,1.0,2.0,1.0,0.613168006372206,-1.43
135380090.0,Male,23.0,1,White,ALevel,1.0,1.0,1.0,-1.062028483032078,-0.92
135380210.0,Female,43.0,3,Black or Black British,University,2.0,1.0,0.0,0.3593503564624661,-1.44
135380250.0,Male,37.0,3,White,University,1.0,3.0,0.0,-1.0417230710392988,0.02
135381250.0,Male,60.0,5,White,University,1.0,3.0,0.0,0.1461435305382845,0.5
135382130.0,Female,49.0,4,Black or Black British,Other,5.0,1.0,0.0,1.5370642520436597,-3.59
135382210.0,Male,57.0,5,White,University,1.0,2.0,1.0,0.1461435305382845,-0.48
135382250.0,Male,68.0,6,White,99,3.0,3.0,0.0,99.0,1.22
135382290.0,Male,44.0,3,White,University,1.0,3.0,0.0,1.0598870702133485,0.21
135383090.0,Male,62.0,5,White,99,3.0,3.0,0.0,-0.8183635391187275,-1.14
135383170.0,Male,31.0,2,White,University,1.0,2.0,1.0,-1.0518757770356884,-2.0
135383210.0,Male,75.0,7,White,99,5.0,1.0,0.0,-0.5442404772162083,-0.72
135386130.0,Female,66.0,6,Black or Black British,Other,2.0,2.0,0.0,0.3593503564624661,-0.72
135387090.0,Female,31.0,2,White,ALevel,1.0,4.0,1.0,-0.7980581271259483,-0.96
135392010.0,Male,26.0,2,White,ALevel,1.0,2.0,0.0,0.613168006372206,-0.0
135392050.0,Male,79.0,7,White,99,3.0,2.0,0.0,0.1562962365346741,0.55
135395170.0,Female,55.0,5,White,ALevel,5.0,2.0,1.0,1.5776750760292182,-0.24
135396290.0,Female,46.0,4,White,University,1.0,4.0,0.0,-0.2904228273064683,-0.44
135397090.0,Male,80.0,7,White,99,4.0,1.0,0.0,1.7807291959570102,1.0
135397170.0,Male,39.0,3,White,ALevel,1.0,1.0,0.0,-3.640815806115037,-0.42
135397250.0,Male,44.0,3,White,University,1.0,3.0,0.0,1.5675223700328285,0.44
135398010.0,Female,72.0,6,White,University,1.0,4.0,0.0,99.0,99.0
135398130.0,Female,79.0,7,White,University,1.0,5.0,0.0,0.288281414487739,0.71
135398290.0,Female,49.0,4,White,University,1.0,5.0,0.0,99.0,0.24
135398330.0,Female,62.0,5,White,GCSE,5.0,5.0,0.0,0.1562962365346741,-0.24
135402250.0,Female,44.0,3,White,University,1.0,4.0,1.0,0.8162221262999981,0.78
135403050.0,Male,28.0,2,White,ALevel,5.0,3.0,0.0,0.8365275382927774,0.97
135403170.0,Female,28.0,2,White,GCSE,5.0,3.0,0.0,-1.285388014952649,-1.41
135403210.0,Male,65.0,6,White,ALevel,5.0,4.0,1.0,-0.3107282392992475,-1.94
135405170.0,Male,21.0,1,White,99,2.0,3.0,1.0,-0.8082108331223379,1.22
135405290.0,Male,23.0,1,White,University,7.0,2.0,0.0,0.3593503564624661,0.47
135407090.0,Female,21.0,1,White,GCSE,5.0,2.0,0.0,0.3593503564624661,-1.7
135407130.0,Female,42.0,3,White,University,1.0,2.0,0.0,-0.0366051773967282,-1.76
135407210.0,Male,52.0,4,White,University,3.0,1.0,0.0,-3.2245548602630625,-1.64
135407250.0,Female,59.0,5,White,GCSE,3.0,1.0,0.0,1.7807291959570102,1.0
135410210.0,Female,32.0,2,White,University,1.0,4.0,0.0,-0.3107282392992475,-0.23
135414130.0,Male,69.0,6,White,99,4.0,4.0,0.0,-0.0873687073786762,0.05
135415250.0,Male,55.0,5,White,GCSE,2.0,2.0,0.0,-0.5543931832125979,0.51
135415330.0,Female,41.0,3,White,University,1.0,4.0,0.0,0.3593503564624661,-0.31
135420090.0,Female,61.0,5,White,GCSE,3.0,3.0,0.0,0.1461435305382845,-2.16
135421050.0,Male,59.0,5,White,University,1.0,4.0,0.0,-0.5950040071981564,1.0
135423170.0,Male,39.0,3,White,GCSE,1.0,2.0,0.0,-1.0417230710392988,0.71
135423290.0,Female,24.0,1,White,GCSE,5.0,1.0,0.0,-0.5950040071981564,0.05
135427130.0,Male,56.0,5,White,University,1.0,4.0,0.0,1.3340101321158675,1.22
135427290.0,Male,30.0,2,White,GCSE,3.0,5.0,0.0,0.1461435305382845,-0.45
135428290.0,Female,43.0,3,White,University,1.0,3.0,0.0,0.2172124725130117,-1.01
135430090.0,Male,66.0,6,White,99,5.0,1.0,0.0,-0.5442404772162083,1.22
135430170.0,Female,19.0,1,White,Other,5.0,1.0,1.0,-1.2752353089562596,99.0
135430250.0,Male,44.0,3,White,ALevel,3.0,3.0,0.0,-0.1381322373606242,0.1
135433250.0,Male,54.0,4,White,University,1.0,4.0,0.0,-0.5848513012017668,-0.28
135435170.0,Female,63.0,5,White,99,5.0,1.0,0.0,-0.3411863572884163,-2.19
135436010.0,Male,53.0,4,White,99,5.0,1.0,0.0,0.1562962365346741,-0.51
135436250.0,Female,34.0,2,White,University,4.0,2.0,1.0,-0.0873687073786762,0.48
135440010.0,Male,28.0,2,White,ALevel,5.0,5.0,0.0,-0.1076741193714554,1.22
135440170.0,Female,50.0,4,White,University,1.0,4.0,0.0,-0.5239350652234291,1.22
135440250.0,Female,58.0,5,White,University,1.0,4.0,0.0,-0.067063295385897,1.0
135444010.0,Female,28.0,2,White,GCSE,5.0,2.0,0.0,0.613168006372206,0.67
135445170.0,Female,66.0,6,White,99,3.0,4.0,0.0,99.0,-0.09
135445250.0,Male,39.0,3,White,Other,5.0,4.0,0.0,-0.5340877712198188,1.22
135446010.0,Female,25.0,2,White,ALevel,7.0,3.0,0.0,1.0700397762097382,-0.74
135451170.0,Female,76.0,7,White,University,2.0,2.0,0.0,99.0,99.0
135453130.0,Female,47.0,4,Mixed,ALevel,4.0,2.0,0.0,-1.3056934269454283,99.0
135456010.0,Female,39.0,3,White,GCSE,2.0,3.0,0.0,-0.0873687073786762,-0.24
135456130.0,Male,39.0,3,White,ALevel,4.0,2.0,1.0,-0.7168364791548315,-0.5
135457290.0,Male,47.0,4,White,University,1.0,5.0,1.0,0.1156854125491157,1.0
135460010.0,Female,18.0,1,White,University,8.0,3.0,1.0,-0.8488216571078964,0.05
135460170.0,Male,54.0,4,White,99,5.0,1.0,0.0,-0.0772160013822866,99.0
135461170.0,Male,52.0,4,White,ALevel,1.0,5.0,1.0,0.3593503564624661,0.02
135463290.0,Female,48.0,4,White,University,8.0,5.0,0.0,-1.7016489608046228,-0.03
135464210.0,Female,34.0,2,White,ALevel,5.0,1.0,1.0,99.0,-0.97
135465090.0,Male,49.0,4,White,University,3.0,4.0,0.0,99.0,-0.14
135466250.0,Female,45.0,4,White,University,7.0,5.0,0.0,1.5675223700328285,1.22
135468050.0,Female,63.0,5,White,99,5.0,5.0,0.0,-0.5645458892089875,1.22
135470210.0,Female,74.0,6,White,99,4.0,2.0,0.0,0.3999611804480245,-0.67
135471170.0,Female,33.0,2,White,GCSE,3.0,5.0,0.0,-0.7980581271259483,1.22
135472130.0,Female,71.0,6,White,University,1.0,99.0,0.0,-0.2396592973245203,1.22
135472250.0,Male,77.0,7,White,ALevel,4.0,99.0,0.0,-1.5087475468732203,99.0
135474170.0,Female,26.0,2,White,GCSE,8.0,99.0,1.0,1.3340101321158675,-2.47
135474210.0,Female,62.0,5,White,GCSE,5.0,99.0,0.0,-0.3107282392992475,0.31
135478130.0,Female,42.0,3,White,ALevel,3.0,99.0,0.0,-1.214319072977922,1.22
135478250.0,Female,66.0,6,White,GCSE,2.0,99.0,0.0,0.1461435305382845,0.01
135481050.0,Female,48.0,4,White,GCSE,1.0,99.0,0.0,-0.5543931832125979,99.0
135481250.0,Male,70.0,6,White,University,1.0,99.0,0.0,-0.0366051773967282,1.22
135481330.0,Male,68.0,6,99,99,6.0,99.0,1.0,-2.4123383805518945,99.0
135482090.0,Female,45.0,4,White,GCSE,5.0,99.0,1.0,-1.9656193167107523,-1.53
135482130.0,Female,41.0,3,White,ALevel,1.0,99.0,0.0,0.1461435305382845,-0.01
135482330.0,Male,32.0,2,White,ALevel,1.0,99.0,0.0,-0.5848513012017668,-0.75
135483050.0,Male,53.0,4,White,University,4.0,99.0,0.0,-0.270117415313689,0.45
135484010.0,Female,53.0,4,White,University,1.0,99.0,0.0,-0.1279795313642346,-0.97
135485250.0,Male,27.0,2,White,GCSE,5.0,99.0,0.0,1.7807291959570102,0.02
135485290.0,Male,73.0,6,White,ALevel,3.0,99.0,1.0,1.7807291959570102,-0.67
135488130.0,Male,25.0,2,Black or Black British,GCSE,5.0,1.0,0.0,1.0801924822061275,1.22
135489010.0,Male,48.0,4,White,University,1.0,5.0,0.0,0.613168006372206,0.21
135490170.0,Male,20.0,1,Mixed,GCSE,5.0,1.0,0.0,99.0,99.0
135490250.0,Male,39.0,3,Asian or Asian British,University,5.0,2.0,0.0,0.3593503564624661,0.48
135491050.0,Male,56.0,5,White,ALevel,4.0,2.0,1.0,0.1562962365346741,-2.21
135492330.0,Female,85.0,7,Mixed,99,5.0,4.0,0.0,99.0,1.22
135493010.0,Male,78.0,7,White,99,4.0,3.0,0.0,-0.5543931832125979,0.73
135494010.0,Female,45.0,4,White,GCSE,4.0,5.0,0.0,-1.031570365042909,1.22
135494090.0,Male,41.0,3,White,University,5.0,1.0,0.0,-3.397150862201686,-1.68
135494170.0,Female,74.0,6,White,University,1.0,3.0,0.0,0.3593503564624661,0.99
135494250.0,Male,33.0,2,White,99,1.0,4.0,0.0,0.3593503564624661,-0.04
135494290.0,Female,55.0,5,White,University,1.0,5.0,0.0,-1.163555542995974,0.24
135495090.0,Male,51.0,4,White,ALevel,2.0,2.0,0.0,-0.1381322373606242,1.0
135495170.0,Female,33.0,2,White,University,1.0,1.0,0.0,-1.133097425006805,-1.17
135496210.0,Male,71.0,6,White,ALevel,1.0,5.0,1.0,1.3644682501050367,1.22
135499010.0,Female,58.0,5,White,University,1.0,2.0,0.0,0.1461435305382845,-0.78
135499050.0,Male,82.0,7,White,99,5.0,1.0,0.0,-0.0975214133750658,-0.75
135499090.0,Female,63.0,5,White,Other,5.0,4.0,0.0,-1.285388014952649,1.0
135499130.0,Male,43.0,3,White,University,4.0,1.0,0.0,0.3593503564624661,-0.52
135499170.0,Male,51.0,4,White,University,2.0,1.0,0.0,-1.2244717789743116,99.0
135499210.0,Female,51.0,4,White,University,2.0,1.0,0.0,-0.0873687073786762,-0.56
135499250.0,Male,62.0,5,White,ALevel,3.0,4.0,1.0,-0.1279795313642346,0.97
135499290.0,Male,61.0,5,White,ALevel,3.0,1.0,1.0,0.3593503564624661,1.22
135500010.0,Male,49.0,4,White,ALevel,1.0,4.0,0.0,-0.7980581271259483,99.0
135500090.0,Female,35.0,3,White,GCSE,1.0,2.0,1.0,0.1461435305382845,0.05
135502050.0,Male,89.0,7,White,99,5.0,1.0,0.0,0.3593503564624661,0.73
135505090.0,Female,66.0,6,White,GCSE,3.0,2.0,0.0,-1.5087475468732203,1.0
135506290.0,Male,62.0,5,Mixed,99,6.0,1.0,0.0,1.5675223700328285,-2.65
135507170.0,Female,44.0,3,Black or Black British,University,6.0,1.0,0.0,0.1461435305382845,-1.19
135507250.0,Male,51.0,4,Black or Black British,ALevel,1.0,2.0,0.0,1.7807291959570102,-0.21
135507330.0,Male,46.0,4,White,99,5.0,1.0,0.0,0.3593503564624661,1.22
135508250.0,Male,34.0,2,White,Other,5.0,4.0,1.0,1.7807291959570102,0.49
135509010.0,Male,68.0,6,White,University,1.0,3.0,0.0,0.1461435305382845,0.74
135509210.0,Male,55.0,5,White,University,1.0,4.0,0.0,-0.3005755333028579,0.03
135509250.0,Female,27.0,2,White,University,4.0,2.0,0.0,0.1562962365346741,99.0
135510010.0,Female,44.0,3,White,University,1.0,5.0,1.0,1.3644682501050367,0.2
135510290.0,Male,37.0,3,White,ALevel,5.0,2.0,1.0,1.0700397762097382,0.01
135511010.0,Male,49.0,4,White,University,3.0,5.0,0.0,0.3593503564624661,99.0
135511170.0,Male,42.0,3,White,University,1.0,5.0,0.0,0.3593503564624661,-0.49
135511290.0,Female,55.0,5,White,University,1.0,2.0,0.0,0.7857640083108293,0.08
135512010.0,Female,48.0,4,Asian or Asian British,University,1.0,1.0,1.0,1.7807291959570102,-1.42
135512090.0,Male,44.0,3,Black or Black British,University,1.0,1.0,0.0,1.1106506001952965,-1.9
135512290.0,Male,40.0,3,Black or Black British,University,1.0,3.0,0.0,0.1156854125491157,1.22
135514010.0,Male,23.0,1,Asian or Asian British,ALevel,3.0,2.0,0.0,0.613168006372206,0.22
135514050.0,Male,33.0,2,White,99,3.0,1.0,0.0,0.3593503564624661,-0.78
135514250.0,Male,54.0,4,White,Other,4.0,1.0,0.0,0.1562962365346741,-0.23
135515010.0,Male,27.0,2,White,ALevel,1.0,1.0,0.0,0.1055327065527261,-2.2
135516050.0,Female,23.0,1,White,University,7.0,1.0,0.0,0.3593503564624661,-0.95
135516330.0,Female,35.0,3,Asian or Asian British,University,1.0,1.0,0.0,-1.2244717789743116,-3.07
135517130.0,Female,30.0,2,White,University,1.0,1.0,0.0,0.3491976504660765,-0.44
135517210.0,Female,21.0,1,White,ALevel,7.0,1.0,0.0,0.3593503564624661,1.22
135517250.0,Male,66.0,6,White,99,5.0,1.0,0.0,-0.5848513012017668,99.0
135518050.0,Female,42.0,3,White,University,1.0,2.0,1.0,99.0,-0.23
135520050.0,Male,39.0,3,Black or Black British,University,6.0,2.0,0.0,1.7807291959570102,1.22
135520170.0,Female,50.0,4,White,ALevel,2.0,1.0,0.0,-1.0924866010212468,-2.98
135521050.0,Female,84.0,7,White,99,1.0,4.0,0.0,1.7807291959570102,99.0
135521290.0,Female,56.0,5,White,GCSE,1.0,5.0,0.0,-1.031570365042909,0.24
135523090.0,Male,55.0,5,White,University,1.0,5.0,0.0,-0.3005755333028579,-0.44
135523130.0,Male,47.0,4,White,ALevel,3.0,2.0,0.0,-1.2549298969634803,-0.41
135524090.0,Female,76.0,7,White,University,1.0,5.0,0.0,-1.01126495305013,0.2
135524130.0,Male,20.0,1,Black or Black British,University,4.0,4.0,1.0,-1.3056934269454283,0.94
135524170.0,Female,50.0,4,White,99,6.0,4.0,0.0,-0.0975214133750658,-0.53
135524250.0,Male,32.0,2,White,University,1.0,4.0,1.0,-1.5595110768551683,0.25
135524290.0,Female,54.0,4,White,University,1.0,4.0,0.0,-0.0569105893895074,99.0
135526250.0,Female,28.0,2,White,University,1.0,4.0,0.0,0.3593503564624661,1.22
135527170.0,Male,39.0,3,White,University,3.0,4.0,0.0,-0.8082108331223379,-0.36
135527290.0,Male,85.0,7,White,ALevel,4.0,3.0,0.0,-1.975772022707142,0.65
135530050.0,Female,53.0,4,White,99,2.0,1.0,0.0,-0.0873687073786762,-3.03
135530210.0,Male,47.0,4,White,University,4.0,5.0,0.0,99.0,1.22
135530290.0,Male,51.0,4,White,GCSE,1.0,5.0,0.0,99.0,99.0
135531090.0,Female,37.0,3,White,University,1.0,1.0,0.0,0.613168006372206,-0.75
135532010.0,Female,36.0,3,White,ALevel,1.0,5.0,1.0,-0.3310336512920266,-0.54
135532170.0,Male,68.0,6,White,ALevel,3.0,4.0,0.0,-1.3056934269454283,0.53
135532250.0,Male,99.0,7,White,99,3.0,5.0,0.0,99.0,1.22
135532290.0,Male,96.0,7,White,University,1.0,4.0,0.0,99.0,0.42
135532330.0,Female,69.0,6,White,University,1.0,5.0,0.0,0.3593503564624661,1.22
135533130.0,Male,62.0,5,White,ALevel,1.0,5.0,0.0,-0.3411863572884163,0.54
135533170.0,Male,54.0,4,White,ALevel,5.0,4.0,0.0,0.1156854125491157,0.5
135533210.0,Male,40.0,3,White,ALevel,1.0,2.0,0.0,0.1562962365346741,0.02
135533290.0,Male,64.0,5,White,University,3.0,4.0,0.0,1.5675223700328285,1.22
135534010.0,Female,22.0,1,White,GCSE,5.0,3.0,1.0,-0.5442404772162083,-0.8
135534170.0,Male,65.0,6,White,University,1.0,4.0,0.0,1.0903451882025177,1.22
135534210.0,Male,50.0,4,White,GCSE,3.0,4.0,0.0,-0.5442404772162083,0.73
135534250.0,Female,65.0,6,White,99,5.0,2.0,0.0,0.1461435305382845,99.0
135535010.0,Female,29.0,2,White,ALevel,2.0,4.0,0.0,0.3593503564624661,0.51
135535050.0,Male,79.0,7,White,99,3.0,4.0,0.0,0.3593503564624661,1.22
135535130.0,Male,41.0,3,White,University,3.0,4.0,0.0,-0.0366051773967282,0.51
135535170.0,Male,52.0,4,White,University,3.0,2.0,0.0,-1.7016489608046228,-2.18
135535210.0,Female,76.0,7,White,University,1.0,4.0,0.0,-0.75744730314039,99.0
135536050.0,Female,46.0,4,White,ALevel,5.0,1.0,0.0,-1.133097425006805,0.14
135536290.0,Female,52.0,4,White,GCSE,4.0,1.0,0.0,0.3593503564624661,0.72
135537010.0,Male,65.0,6,White,University,4.0,2.0,0.0,-1.468136722887662,-1.76
135539050.0,Male,21.0,1,White,University,5.0,1.0,0.0,-1.2752353089562596,-1.21
135539130.0,Male,16.0,1,White,GCSE,5.0,1.0,1.0,0.3288922384732973,-0.01
135539250.0,Female,60.0,5,White,GCSE,3.0,1.0,0.0,0.1562962365346741,0.51
135539290.0,Male,51.0,4,White,GCSE,1.0,1.0,0.0,0.3593503564624661,-0.23
135540050.0,Female,68.0,6,White,99,2.0,4.0,0.0,0.1562962365346741,0.95
135542050.0,Female,38.0,3,White,GCSE,1.0,2.0,1.0,0.5624044763902581,0.54
135542090.0,Female,36.0,3,White,University,7.0,1.0,0.0,-1.3259988389382076,-0.22
